Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Year,PWD
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,16289,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,27991,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,225,2022,1
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,2535,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,4408,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,5331,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,9727,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,1,2804,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,0,4198,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,1,1287,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,0,1220,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,100641,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,88986,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,30281,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,28824,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,11270,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,19593,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,11050,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,9084,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,29614,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,39848,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,4792,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,7032,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,9356,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,15677,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,570,2022,1
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,5438,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,8020,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,1791,2022,0
National Institute of Technology Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2488,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,81186,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,78981,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,1646,2022,1
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,22043,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,17791,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,1,8203,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,0,12784,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,1,12301,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,0,7937,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,23888,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,33731,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,3726,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,5450,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,7853,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,12688,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,1,4511,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,0,6581,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1,1751,2022,0
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2437,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,110954,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,106674,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,42523,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,33272,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,1,17579,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,0,25087,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,1,18002,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,0,17478,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,33375,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,39904,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,5090,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,6700,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,10283,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,15057,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,1,6050,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,0,7111,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2630,2022,0
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,0,3682,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,1,169422,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,1,57208,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,1,19760,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,1,19792,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,1,36951,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,1,5845,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,1,12336,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,1,7942,2022,0
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,1,3766,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,1,126227,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,EWS,1,56603,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,1,22253,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,1,11412,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,1,25733,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,EWS,1,4527,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,1,10059,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,1,6543,2022,0
National Institute of Technology Agartala,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,ST,1,1700,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,116423,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,131698,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,39942,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,31119,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,17555,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,22625,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,13834,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,14243,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,33512,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,44190,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,1747,2022,1
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,5612,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,7286,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,10772,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,17553,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,797,2022,1
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,6294,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,9058,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2475,2022,0
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2996,2022,0
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,1,128398,2022,0
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,EWS,1,56291,2022,0
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,1,14516,2022,0
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,1,15984,2022,0
